,BTC_BTS,BTC_DASH,BTC_DOGE,BTC_LTC,BTC_NXT,BTC_STR,BTC_XEM,BTC_XMR,BTC_XRP,USDT_BTC,USDT_DASH,USDT_LTC,USDT_STR,USDT_XMR,USDT_XRP,BTC_ETH,USDT_ETH,BTC_SC,BTC_DCR,BTC_LSK,BTC_STEEM,BTC_ETC,ETH_ETC,USDT_ETC,BTC_ARDR,BTC_ZEC,ETH_ZEC,USDT_ZEC,BTC_ZRX,ETH_ZRX,BTC_CVC,BTC_OMG,BTC_GAS,BTC_STORJ,BTC_EOS,ETH_EOS,USDT_EOS,BTC_SNT,BTC_KNC,BTC_BAT,USDT_BAT,BTC_LOOM,USDT_DOGE,USDT_LSK,USDT_SC,USDT_ZRX,BTC_QTUM,USDT_QTUM,USDC_BTC,USDC_ETH,USDC_USDT,BTC_MANA,USDT_MANA,BTC_BNT,BTC_BCHSV,USDC_BCHSV,USDC_XRP,USDC_XMR,USDC_STR,USDC_DOGE,USDC_LTC,USDC_ZEC,BTC_FOAM,BTC_NMR,BTC_POLY,BTC_LPT,BTC_ATOM,USDC_ATOM,USDT_ATOM,USDC_DASH,USDC_EOS,USDC_ETC,USDT_BCHSV,BTC_TRX,USDC_TRX,USDT_TRX,TRX_ETH,TRX_XRP,USDT_BTT,TRX_BTT,USDT_WIN,TRX_WIN,TRX_STEEM,BTC_LINK,TRX_LINK,BTC_XTZ,USDT_XTZ,TRX_XTZ,USDT_BEAR,USDT_BULL,USDT_TRXBEAR,USDT_TRXBULL,PAX_BTC,PAX_ETH,USDT_PAX,USDT_USDJ,USDJ_BTC,USDJ_TRX,BTC_SNX,USDT_SNX,TRX_SNX,USDT_BSVBEAR,USDT_BSVBULL,BTC_MATIC,USDT_MATIC,TRX_MATIC,USDT_BCHBEAR,USDT_BCHBULL,USDT_ETHBEAR,USDT_ETHBULL,BTC_MKR,USDT_MKR,USDT_BVOL,USDT_IBVOL,DAI_BTC,DAI_ETH,USDT_DAI,BTC_NEO,USDT_NEO,TRX_NEO,BTC_SWFTC,USDT_SWFTC,TRX_SWFTC,USDT_JST,TRX_JST,USDT_BCN,USDT_STEEM,USDT_LINK,USDJ_BTT,BTC_AVA,USDT_AVA,TRX_AVA,USDT_XRPBULL,USDT_XRPBEAR,USDT_EOSBULL,USDT_EOSBEAR,USDT_LINKBULL,USDT_LINKBEAR,BTC_CHR,USDT_CHR,TRX_CHR,BNB_BTC,USDT_BNB,USDT_BUSD,TRX_BNB,BUSD_BNB,BUSD_BTC,BTC_MDT,USDT_MDT,TRX_MDT,USDT_BCHC,USDT_COMP,ETH_COMP,BTC_XFIL,USDT_XFIL,USDT_CUSDT,BTC_REN,USDT_REN,BTC_LRC,USDT_LRC,USDT_BAL,BTC_WRX,USDT_WRX,TRX_WRX,USDT_STAKE,USDT_BZRX,BTC_SXP,USDT_SXP,TRX_SXP,USDT_MTA,USDT_YFI,BTC_STPT,USDT_STPT,USDT_DEC,USDT_PLT,USDT_UMA,USDT_KTON,USDT_RING,BTC_SWAP,USDT_SWAP,USDT_TEND,BTC_EXE,USDT_EXE,USDT_TRADE,USDT_GEEQ,USDT_BAND,USDT_DOS,USDT_DIA,USDT_ZAP,USDT_PERX,USDT_TRB,USDT_DEXT,USDT_MCB,USDT_CRV,USDT_OM,USDT_OCEAN,USDT_BLY,BTC_SWINGBY,USDT_SWINGBY,TRX_SWINGBY,USDT_PRQ,USDT_DOT,BTC_DMG,USDT_DMG,TRX_DMG,USDT_RSR,USDT_WNXM,USDT_FCT2,BTC_FCT2,USDT_SUSHI,USDT_YFII,USDT_YFL,USDT_TAI,USDT_PEARL,USDT_JFI,USDT_CORN,USDT_SWRV,USDT_FSW,USDT_FUND,TRX_FUND,BTC_FUND,USDT_CREAM,USDT_SUN,USDT_HGET,BTC_HGET,USDT_AKRO,BTC_AKRO,USDT_ADEL,USDT_UNI,USDT_DHT,USDT_MEME,USDT_CVP,USDT_GHST,BTC_REPV2,USDT_REPV2,USDT_RARI,USDT_DICE,TRX_DICE,BTC_AMP,USDT_AMP,TRX_AMP,BTC_SAND,USDT_SAND,USDT_RFUEL,USDT_VALUE,USDT_POLS,BTC_AAVE,USDT_AAVE,BTC_BCHA,USDT_BCHA,BTC_BID,USDT_BID,BTC_CVT,USDT_CVT,BTC_INJ,USDT_INJ,BTC_BCH,USDT_BCH,USDC_BCH,BTC_SENSO,USDT_SENSO,USDT_KP3R,USDT_MPH,BTC_GLM,USDT_GLM,USDT_HEGIC,USDT_ZLOT,BTC_WBTC,USDT_WBTC,USDT_NU,BTC_FRONT,USDT_FRONT,USDT_API3,USDT_COVER,USDT_BADGER,BTC_FARM,USDT_FARM,BTC_DOT,USDT_GRT,TRX_SUN,USDT_XFLR,USDT_ESD,USDT_ONEINCH,USDT_REEF,USDT_BAS,USDT_BAC,USDT_LON,USDT_ROOK,USDT_TRU,USDT_CUDOS,USDT_BOND,USDT_PBTC35A,USDT_COMBO,USDT_TUSD,USDC_TUSD,USDT_ADABEAR,USDT_ADABULL,USDT_LTCBEAR,USDT_LTCBULL,USDT_XLMBEAR,USDT_XLMBULL,USDT_WETH,BTC_TRU,USDT_FTT,USDT_SRM,USDT_LPT,totalBNB,totalBTC,totalBUSD,totalDAI,totalETH,totalPAX,totalTRX,totalTUSD,totalUSDC,totalUSDJ,totalUSDT,totalXMR,totalXUSD
MTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.90209959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
YFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53484295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
STPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8372.11357083,9182.33625952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49297.55285408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
PLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184803.26247054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
UMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.50117557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
KTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.17300676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
RING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331475.11717588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
SWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33044.48302390,66855.95940818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25286.88894507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
EXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668546.38490825,103073.93923375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11587.02693432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
GEEQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311.05428213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.23484420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
DOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23331.40359437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
DIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2449.02849790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
ZAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69312.99373527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
PERX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659922.77791842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
TRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13497482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
DEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.17057492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
MCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
CRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434.95039283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
OM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53470.08649864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
OCEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.84517424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
BLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56613.29436975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
SWINGBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34593.57640318,281520.32970431,3790.35120236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
PRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30080.27466143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.60167062,2101.61482122,1697.14389865,1976.03635879,58.79474559,7674.29582538,4587195.47156389,0.00000000,11504922.49241464,41449.62817454,198096286.88003958,0.00000000,0.00000000
